Row ID,Approved,Reason,Mod Status,Source,Source-row,Timestamp,Entry Age (in days),What is the name of the hospital or clinic?,Final Address,Street address for dropoffs?,City,State?,"Write drop-off instructions below or paste a link to your organization's own page containing instructions. For written instructions, please include details such as curbside procedure, mailing address, email address, and/or phone number. Please note all information entered here will be made public.",Wants mail,What do you need?,Will you accept open boxes/bags?,Type of request:,Type of organization?,Lat,Lng,RDI,Action link for LGTM,Action link for Remove,Row
3025,x,,FM,,,3/31/2020 11:49:00,72,Mary Manning Walsh Home,"1339 York Ave
New York, NY 10021",1339 York Avenue,New York - Manhattan,NY,Please email info@archcare.org or call  212-628-2800.,,"N95s, Face shields, Gowns, Disinfecting wipes, Disposable booties, Gloves, Surgical masks, Safety goggles, Gowns, Coveralls/bunny suits, Disinfecting wipes",Yes,Add a new donation site,Skilled Nursing Facility,40.7665746,-73.9543132,Commercial,https://findthemasks.com/api/exec?cmd=CN--B0zXgR_rkC8U8O2s_SvVCDYZ6WGyeHBZ9KUX1wOAyIoce_yrvdsBTc_ZVPVvYocaSbTYBdWTFUBpV4YLZCIEch0cKPGS4mY9ycUYwQ..,https://findthemasks.com/api/exec?cmd=14QTcEff7xSZQYpKjHWRqg-PfW1CsKnBGUQ68rZkFmT61x5DzpyO-kU3uybuWRi61cNnb_K40fh677giOvbccH1IF9w4WhXZTpqe8vlGDQ..,3025
3026,x,,FM,,,3/31/2020 11:51:47,72,Danbury Senior Living - Brunswick,"3430 Brunswick Lake Pkwy
Brunswick, OH 44212",3430 Brunswick Lake Parkway,Brunswick ,OH,Email me for instructions ,,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Skilled Nursing Facility,41.2347327,-81.8088995,Commercial,https://findthemasks.com/api/exec?cmd=W6hFw2bKuszh2sMnA8vJ4eG6931yqVvHYqH9SYyFWVpgjRj9NEkVqG7K0fqVx9xbwANAqaOCSLQ43FFGynEFli8dlA8aBQRNkULVpA7Dzg..,https://findthemasks.com/api/exec?cmd=y5wk5SzrEwmJVCZ2gaE8U27WHS7AheYEjDRjDq4Cb_V7T86kfJmtrr_GWrxLXZAtmMyOGedw6eyFYgVdyKh0iM7GL53-4IZU1n2TchO11w..,3026
3027,x,,FM,,,3/31/2020 11:53:25,72,Mercy Health St. Mary's Foundation ,"200 Jefferson Ave SE
Grand Rapids, MI 49503","200 Jefferson Ave. SE Grand Rapids, MI 49503",Grand Rapids,MI,please contact myself or  Angela Paasche at Angela.Paasche@mercyhealth.com ,,"N95s, Surgical masks, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, CAPRs",Yes,Add a new donation site,Emergency Medical Services,42.9581324,-85.6623188,Commercial,https://findthemasks.com/api/exec?cmd=TPoB0mWLytMIzrbp0cNDYZOEboECtrxw9dk9wQyy9Za_smU5RG5t6KrZ_06twBpvW_Pm91O0FFTS9Djk5xLWEVNbOF_WqTCBSs3_CYr5tA..,https://findthemasks.com/api/exec?cmd=O3WNp15eClAoTtk7nCQk8i_1LBS0Pn65WweTR8DY6dwLHcaig01CkNMBToZIuTM8_X7KgO76vUVZFP8Sf5y4DT_-YTQbM7e2kxPY70ZXWg..,3027
3028,x,,FM,,,3/31/2020 11:53:42,72,Winthrop Senior Living ,"10 US-411
Rome, GA 30161",10 Hwy 411 SE,Rome,GA,"Curbside procedure, please call 706-236-2500 before drop off. ",,"Face shields, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes,Add a new donation site,Other,34.2222665,-85.1546204,,https://findthemasks.com/api/exec?cmd=-J3Ji1HySFAh9ah3GGa_uHvcJpbw_NbGxyxUZ4roo0gSVOHEXjUVEAQewHLptuuEqcqgrTNY3c18iXMQA-aaaLfffc0YZiJAOM7rnXWp3Q..,https://findthemasks.com/api/exec?cmd=X4-3uh6Go7IpmOeYmwk8J0w4Ddo8AdrDOXMrmNLCJ9ceocD1KCpqVtftSGU_ko4hMAkt-u6tnu3hREYO0dJjy6T8hv_4cbD6VU4siJqkTg..,3028
3029,x,,FM,,,3/31/2020 11:54:59,72,Danbury Senior Living - Broadview Heights,"9500 Broadview Rd
Broadview Heights, OH 44147",9500 Broadview Rd,Broadview Heights,OH,Email kmarkley@danburyseniorliving.com for instructions.,,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Other,41.3073385,-81.6856146,Commercial,https://findthemasks.com/api/exec?cmd=DIr6peMxm0oka9m9ZQ9QVC0FBC7RZHDs4rDcT3LyhCAF1ebgzYvVbguH9jsC8rjq2kzsB0cdJhdXmMlWP_5qFxXRsvZynJSr7TvuC4LuUA..,https://findthemasks.com/api/exec?cmd=Vuu3DNXoJOl2an2bS4cGpx1snS6ZRR7G30KnmW96mcMkyXFgfQrn1XEma3PW1wjuuCuTeZc_DZ56A2GK7WTLr4X-UZWQKN2K6L7y4zFHwA..,3029
3032,x,,FM,,,3/31/2020 11:57:29,72,Danbury Senior Living - Columbus,"2870 Snouffer Rd
Columbus, OH 43235",2870 Snouffer Rd ,Columbus ,OH,Email kmarkley@danburyseniorliving.com for instructions,,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Other,40.1045015,-83.0659406,Commercial,https://findthemasks.com/api/exec?cmd=natOUEH4vfY6T3fYU6cV1pfaDYJRvnHeWOmlat4kAPnfPNkq0y2-BikyvHmXfnWAtLo5SUWqDMLyhL-Rs8yjlBFJuNZOdcZT7NSL6_4beg..,https://findthemasks.com/api/exec?cmd=uAvaVMR3EbgkBZk3Sv-qZfqFQUYtLJaGV611aLXxqO6yCPnQw98-YlQjPNfYCzVBefA6VRy-g-IdyCsvqU8zmAncxL-lAsJdCuU9aM01KA..,3032
3033,x,,FM,,,3/31/2020 11:59:28,72,Parkside Village,"730 N Spring Rd
Westerville, OH 43082",730 N Spring Rd,Westerville,OH,Email kmarkley@danburyseniorliving.com for instructions,,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Other,40.1445931,-82.8999126,Residential,https://findthemasks.com/api/exec?cmd=w8K9iAf8loMaCrK93D2pj19Ny1MlFcNMYowhvDpG_VRkgO96YVw1TcjTgdtzzCnlvJFTth_wukNbSwYLRqN18JnOqURWSsOOJw_xcBIGuQ..,https://findthemasks.com/api/exec?cmd=M8A9RW0NuYc8lFnHRtvQzll0iRDAwns0cd2t_p9ynTUCyj550dT-4iZ6pGq20I4fl4gUlTut-99ctDQBtLX_29zrImrYXtkyZBQBg7wq1w..,3033
3034,x,,FM,,,3/31/2020 11:59:54,72,Sunmount DDSO,"23 Water St
Tupper Lake, NY 12986",23 Water Street,Tupper Lake,NY,"Leave on front porch 23 Water St
Tupper Lake, NY 12986",,"N95s, Surgical masks, Face shields, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Other,44.2361038,-74.4806122,Residential,https://findthemasks.com/api/exec?cmd=U0Mt0Pw5yNuc2rS7qqqgnRI_M2CZBx6YAy6_r8S9n6DVJXw046L0G-IOgESCEhDhXnfArfI0Bk6l-8svBNNoVulAZ_58npAdPZRj3TpoOA..,https://findthemasks.com/api/exec?cmd=L2a7JeaRXTWUUZRE_cnpUO_YI2M_L5WKKiMBJUJkOt3sqndRBJ04HE_nfHKIiBduYoaYvJKJfN1jYx7TIrWED4M0vbSx9I-7k_ViJrGF4A..,3034
3035,x,,FM,,,3/31/2020 12:01:42,72,Danbury Senior Living - Cuyahoga Falls,"1691 Queens Gate Cir
Cuyahoga Falls, OH 44221",1691 Queens Gate Circle,Cuyahoga Falls,OH,"Email kmarkley@danburyseniorliving.com for instructions

N95s, Surgical masks, Face shields, Gloves, Hand sanitizer, Disinfecting wipes. We don’t need large quantities but need regular masks for staff of 28 to continue to care for patients and n95 for 8 md/pa/np treating patients in icu daily and sanitizer, wipes, gloves, and a few face protector shields for close contact with patients. We don’t need donations. We can and will gladly pay for these supplies which we have not been able to procure. ",,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Other,41.1231302,-81.459054,Residential,https://findthemasks.com/api/exec?cmd=tSt1kvZG8uGeh28oLoJ6OxqwFmDPBUU8rliD0jXjW9t6SMaVsNTG1wV21PCB3pmbeJMMgkxAKN7olPYTd_pfBtJWCcshlozwk3pjmypDzg..,https://findthemasks.com/api/exec?cmd=6hCf4MCLRbQnT6rUMOU4QmwZx9OqQC5VFIfISRraTf_j-TjudKRwlrYcgi5GpVBnUQ7ueQTNR-Dkcx5C-He03KDkFrcJ6RzHDywp2demXQ..,3035
3036,x,,FM,,,3/31/2020 12:04:33,72,Danbury Senior Living - Tipp City,"8001 Red Buckeye Dr
Tipp City, OH 45371",8001 Red Buckeye Drive,Tipp City,OH,Email for kmarkley@danburyseniorliving.com instructions ,,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Other,39.8854574,-84.1018731,Residential,https://findthemasks.com/api/exec?cmd=umbO8YhK1rMsSjpK6xXcgVnnzD-2DZD_VLrlvRUCxpCkYLxhj8M7sP5_J9XBG_gglq1z_t74ZA_PIlAv77UO0jTPi_bqpQtctMWawYYrtA..,https://findthemasks.com/api/exec?cmd=ZXI9fBWYjlYoGx9fDFkY0YlSwI1o6j3ShZ5bsjIfGuyq56WjBxxvkduD1c2zkNsniTsWQkgjZapBCLXFzFQ8RUl0562xCm1YpZBcT1Cpyw..,3036
3037,x,,FM,,,3/31/2020 12:06:08,72,Danbury Senior Living - Hudson,"150 Omni Lake Pkwy
Hudson, OH 44236",150 Omni Lake Parkway,Hudson ,OH,Email for kmarkley@danburyseniorliving.com instructions ,,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Other,41.250801,-81.4764208,Commercial,https://findthemasks.com/api/exec?cmd=dBmoLpSx3gCie2yoZ8SgYoNUvB48f4HLEUq3KV86dXkDROvu7WWNHTSWv5d5Smc8BBDn4IPmEwNDmOkfF5oP5EXGT-ecbhXlpr29LcywcQ..,https://findthemasks.com/api/exec?cmd=50R_jMCt4KpI0EaxvXrBckuKL5nDgm7oeSjS74FSN4tpoVIHQqbN3RD3aXsUTEm8AOaQMEG8CFAAjNz484busBGAzdCvcKcrS3_UbYMmBw..,3037
3038,x,,FM,,,3/31/2020 12:07:53,72,Danbury Senior Living - Massillon,"2550 University Dr SE
Massillon, OH 44646",2550 University Drive,Massillon,OH,Email for kmarkley@danburyseniorliving.com instructions ,,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Other,40.767133,-81.491289,Commercial,https://findthemasks.com/api/exec?cmd=P9hd-VQ_acSFxVANv8xOh7ulnUEjS8jBnxzDvDwkZnV2pguIuU38pm4JaOOpcdLhR8Ab-dmiaukZZ7NWoJD9vmE_dvDRFK7zEaiWnraxYA..,https://findthemasks.com/api/exec?cmd=muJuLQcCbCPZoAG0sxtC5dMdc_ORj9VXTc0IoBfV9zul9Trb8J0s4SGYRkGCpRYTDIvWgk4RYR1kwgG2pBW6_tCeJOPSWjJIPaamL4WC3w..,3038
3039,x,,FM,,,3/31/2020 12:09:33,72,Danbury Senior Living - Mentor,"9150 Lakeshore Blvd
Mentor, OH 44060",9150 Lakeshore Blvd,Mentor,OH,Email for kmarkley@danburyseniorliving.com instructions ,,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Other,41.7221095,-81.3107778,Residential,https://findthemasks.com/api/exec?cmd=MAbrUJYwpf6sdwCcHCgh99wpktvyWJEazMW5PqHP0FWACtZGskM3zIACy_V59K4o2ETl0lxvPhliHxIRtgRB6dif4NzdCN1XOdQrauqbwA..,https://findthemasks.com/api/exec?cmd=dxVQ8NpVvQ1eP0SCg8e14V8poh8trHGLcNKhECLnoI4i_e8Nw2nHEE2RqSD9KRxyKrmxg7pzhwlaWawgh-mb1V_b9j68AsIq1nNyEz-vsA..,3039
3040,x,,FM,,,3/31/2020 12:11:31,72,Unity Health Care,"1100 New Jersey Ave SE #500
Washington, DC 20003","1100 New Jersey Avenue, SE, Suite 500, Wash., DC 20003",Washington,DC,,,"N95s, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Outpatient Clinic,38.8770439,-77.0038162,Commercial,https://findthemasks.com/api/exec?cmd=aTyLcUxYyxQrgIJAmOsYDiSxFf1vecfnF-StcaquLotK5Ik6fAhM1Dl1_Y8qQ2Pj19EfT-aqRGonwj2dc1QYKO-LbAp9jyok5NdgGpKBDA..,https://findthemasks.com/api/exec?cmd=JH6e_9-9hQyDW8Ur2esrgWCvdXu9WncXQj-_G8mD9Sha-8C0A9pD9gFkJwIQ3IbxjkQqrZutTLE1ztu-oayQIiFtU2JvmaMQbV8RIyYErg..,3040
3041,x,,FM,,,3/31/2020 12:11:10,72,Heritage Villas,"905 Pittsburg Ave NW
North Canton, OH 44720",905 Pittsburgh Ave,North Canton,OH,Email kmarkley@danburyseniorliving.com for instructions ,,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Other,40.8850751,-81.4196138,Residential,https://findthemasks.com/api/exec?cmd=mkriO4WEQ_g1KndRgOD0YSaOqRjUzWOkK5w5RgcOAQ2pMEIwqHRj9PUi2Pn18t63MD9f-OUTdZLaTcHai2HaEWXdsI8ZtWql7egAVvGNoA..,https://findthemasks.com/api/exec?cmd=Fs67fSuO-1WGioPcZIc9UknsZAfMbx4thOo9kT7Hc3XFBj_d2gpF-JhMfaJPN84-h2MRyTQXP7zY4t87-u0C8BZj-Z600CaStX1BRLWDAg..,3041
3042,x,,FM,,,3/31/2020 12:11:18,72,McLaren Flint - 9 South,"401 S Ballenger Hwy
Flint, MI 48532",401 south ballenger,Flint,MI,Front door 7am to 8pm,,"N95s, Surgical masks, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, CAPRs",Yes,Add a new donation site,Hospital,43.0144035,-83.7323601,Commercial,https://findthemasks.com/api/exec?cmd=zPBnKBgh2RPlD1j3go_XmRNizzB8tSiEF9WYOAPqekhisiuLraryur9zUUv-0sQnGLmAF3qMqyKvUVDwM_XnJqnVh0HaV5TVukIZlQCJVA..,https://findthemasks.com/api/exec?cmd=L0J6b7q0OxrL6SsEE1h2hujLYeRdk86RNxyXlDM4RIysmgtCKTf3EMHSHOdYnRs5RE7pZC2UUNiRykSNtK3P7saVG9GCHPnr21qj6FRujQ..,3042
3043,x,,FM,,,3/31/2020 12:13:16,72,Sanctuary Grande ,"850 Applegrove St NE
North Canton, OH 44720",850 Applegrove St NE,North Canton,OH,Email kmarkley@danburyseniorliving.com for instructions ,,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Other,40.8902814,-81.396805,Residential,https://findthemasks.com/api/exec?cmd=wGeOvoWrmo0DW8N8NvyMNi1k1chJc84UyjTebLHDsm-Va9c0ioRItfV-dhYWZUDa3ufW_JbWhLvmfEMzaBvlLGr71eLH5P7rQiGtLtNsHA..,https://findthemasks.com/api/exec?cmd=EdaTEVUxBuZ1fkTwfw3CWKEN63oXC4U98X1QvQWWaSzztPuwTs987KE6yKFl56-fWRc6-3pq7Uh5W12Szgh_HjSUPGDid2whatZNX460Gw..,3043
3044,x,,FM,,,3/31/2020 12:14:35,72,Danbury Senior Living ,"33770 Bagley Rd
North Ridgeville, OH 44039",33770 Bagley Rd,North Ridgeville ,OH,Email kmarkley@danburyseniorliving.com for instructions ,,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",,Add a new donation site,Other,41.3731153,-81.991234,Commercial,https://findthemasks.com/api/exec?cmd=uBFBpUI0JPhjTR1iyaRySiK8Uy83zIcldae0ISjW7rfuTbmWR24zhvzEbzTzN_LN007uGZToHLY0TxG_IqGM7ONCqHQt67GJ-1C6SWwQUQ..,https://findthemasks.com/api/exec?cmd=O3k9mQqYmFapRxtxgn0yLE74yoTZEsCNqoLbTp1qCQHNgTkwwGg_H4qpc0-0QbAOcVtVFrXIV66KFIOPHPTHAzoxT_prj10w4q9lK7iiqQ..,3044
3045,x,,FM,,,3/31/2020 12:15:41,72,Metropolitan Hospital,"313 W 82nd St
New York, NY 10024",313 west 82nd street,New York - Manhattan,NY,Residential address,,"N95s, Surgical masks, Hand sanitizer, Disinfecting wipes",Yes,Edit an existing donation site,,40.7867606,-73.9803163,Residential,https://findthemasks.com/api/exec?cmd=d-xviEyUveUDqQsxmU4x4Ouwt0Uu5A8ARr0fI4O4sKpWq_EjJ159VHir4fNR08ihTDm1GZgrIGyZFGARJTijpjJU5fl13yAA4sKyB2hWYQ..,https://findthemasks.com/api/exec?cmd=yW10JZsbtW5zKff8xFIeWKQyyX6Fp7PgQyXd_4ahqwJ3l49820i5S-k0FAKugrrEGTgAkgsIJ5Ax_L6Kee_25Wl6xWVmIMTp9aQihi0J_w..,3045
3046,x,,FM,,,3/31/2020 12:15:44,72,Danbury Senior Living - Tallmadge,"73 East Ave
Tallmadge, OH 44278",73 East Ave,Tallmadge ,OH,Email kmarkley@danburyseniorliving.com for instructions ,,"N95s, Surgical masks, Face shields, Disposable booties, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Other,41.1023857,-81.4372453,Commercial,https://findthemasks.com/api/exec?cmd=o7C6IQ9zl_oVx-doQwApBUCwKZZL4SL8lWvleN9DaRnxwSG1qFrCxLH5LhubNeVKj6Su1UHeI4QNlmM699V4XK_mF045UUfuLSqo3Wqcyw..,https://findthemasks.com/api/exec?cmd=60--4qZPZZXF5RThjL0R7TPl1CrfvyhpS7PRwC3Nub3YFb-4XBEpvF_IbKUlf0Ihe6mXWdZ_0AqknaaPDn8gYcIRvGfWjBcwcrnKDAAnmQ..,3046
3047,x,,FM,,,3/31/2020 12:16:38,72,The Allendale Association (Residential),"600 W Grand Ave, PO Box 1088
Lake Villa, IL 60046",PO Box 1088 - Grand Avenue & Offield Drive,Lake Villa,IL,Please call 847-245-6233 or email lcraemer@allendale4kids.org to arrange drop off. Thank you.,,"N95s, Surgical masks, Gloves, Coveralls/bunny suits, Hand sanitizer, Disinfecting wipes",No,Add a new donation site,Mental Health,42.4197468,-88.0959912,Residential,https://findthemasks.com/api/exec?cmd=8BXSGhi775JUddLqCGy7sHkV0VR-wzqWwMv0ILT71oiBVrt-w5zJsUFHvD42Isl9b8HcGvvtysZPakaX7ltVlnTLflOvtmQejE21SGAqUw..,https://findthemasks.com/api/exec?cmd=TRpP-Wa1kMENgBoQGFxJ02cATyJvX115ua0SoaLjhtxjD-81AlWj-cAoeXV1gPYgjoEF2TsbuzzHKRomyvCQT9r-EipuMcPxUy7OicxMAw..,3047
3048,x,,FM,,,3/31/2020 12:22:50,72,LaGrange Internal Medicine,"1602 Vernon Rd #400
LaGrange, GA 30240",1602 Vernon Rd Suite 400,LaGrange,GA,Mail to this address.,Y,"Surgical masks, Face shields, Gloves, Hand sanitizer, Disinfecting wipes",No,Add a new donation site,Doctor's Office,33.0315429,-85.06369,Commercial,https://findthemasks.com/api/exec?cmd=YWSD2HY323H7L7OUzeYwwq-KDXym0A8dxJkixqyqHbXPwK5m5ftx9SIjOgPb3w34KmtkueYU1lGElw7UC4iFcOUp9pGE7bNJWK_jsv9SJA..,https://findthemasks.com/api/exec?cmd=wU6vs-t1DHKBb86puIVwvik_CA86rIJFC6YbN7hfOduGfurjes_Xr9TQMA3dqSqR3thcJhNAc2MQGoGnmahgJx-1kFCN4Vi-24f8cH0JHQ..,3048
3049,x,,FM,,,3/31/2020 12:27:05,72,Oak Hill Center for Rehabilitation and Nursing,"544 Pleasant St
Pawtucket, RI 02860","544 Pleasant St, Pawtucket, RI 02860",Pawtucket,RI,Message Deana Paul (dpaul@oakhillnursing.net),,"N95s, Face shields, Gowns",Yes,Remove an existing donation site,Skilled Nursing Facility,41.8641118,-71.382755,Commercial,https://findthemasks.com/api/exec?cmd=cDCaV0wwMy3IXilMzcKYaEcjfI3tkwtzeavv87l43FLOUPZCxIhkJTRSpPRb_XL64MHidCfCLM2pO3omK0zvud4v3Ekpd2YuCN-a5SsUsA..,https://findthemasks.com/api/exec?cmd=VAFWi0acesaP5SoLBQ0byZ-pEUzB5rwpqXZe_ZSI3qp5AfqAtO-vgPSKQbY2OfyvFPLG-aDuGI7kURt12TgZA5LFhmonfxnTI3qJIFFjeA..,3049
3050,x,,FM,,,3/31/2020 12:31:12,72,Hospital Universitario de Adultos (Centro Medico),"Monacillo St. 2116, Centro Medico De Puerto Rico Centro Renal
San Juan, Puerto Rico, 00922-2116","Apartado 2116, Centro Medico de Puerto Rico, Bo. Monazillos, ",San Juan,PR,,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Coveralls/bunny suits, Hand sanitizer, Disinfecting wipes, Thermometers, CAPRs, Walkie-talkies/baby monitors",Yes,Add a new donation site,Hospital,18.3976107,-66.0730095,,https://findthemasks.com/api/exec?cmd=C0ypYSlCBsozQzXuBHSmEOWvaF0CwRdOzjLruH92ZyeouxVtCgHlCG0YOdDSgIKCGQ96TqmyvDQfUqp71U7C2G8Pl7XwnAWwvbz6x0jWwg..,https://findthemasks.com/api/exec?cmd=s__tw-5QS_Smps-PKhAqA3MCh6drOV8u9Wkfj732jA_Zv6HGZr6UamtzvLhpPtzTB-_bQHVciW5VgiuuMRjCacn0hwvs41hPU5alBzJysQ..,3050
3051,x,,FM,,,3/31/2020 12:32:42,72,Moffitt Cancer Center,"Vincent A. Stabile Research Building
12902 USF Magnolia Drive, Tampa, FL 33612",12902 Magnolia Drive ,Tampa,FL,Attention Courtney Yates Radiation Oncology,,"N95s, Face shields, Safety goggles, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes,Add a new donation site,Hospital,28.0656462,-82.4212081,,https://findthemasks.com/api/exec?cmd=hm0ALJNdVXIB52mtz95sbHgkig0I1kf9g7BaFE1iga3XVVtFp2WOVD52BMNit1oxhUFV5kyDeTVbo0M9Zg2KD1JjFWLooS_dABXc9Ua0dw..,https://findthemasks.com/api/exec?cmd=Dk3t3WBbXEspmDlGpTUaOCNXTDoPUpw41Jju-P9Mkk34pGL0bSLXMk1W2gTjzz_qg8Jwg0anu0whqtKzHzTwt3_8fXZIayFbNod1706qiA..,3051
3052,x,,FM,,,3/31/2020 12:45:22,72,AFC Urgent Care Throgs Neck,"843 Hutchinson River Pkwy
The Bronx, NY 10465",843 Hutchinson River Pkwy,New York - Bronx,NY,"Curbside dropoff or shipment by mail are both accepted. If you have any questions, please call (718) 865-3966.",Y,"N95s, Surgical masks, Face shields, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes,Add a new donation site,Urgent Care,40.823606,-73.8366684,Residential,https://findthemasks.com/api/exec?cmd=LdCqkXsqEQbFxmUrBmcRIPKHsvrzxxkAz0aBFRnAe-PkwMLCinLB9QvTEEhJaXPEzcKhRuSFsJyy3y6zA3V9Tj2OXi0fbJy1ik8nkhokZA..,https://findthemasks.com/api/exec?cmd=0AJxoamk1unzBQU2SBk63rX7MCR4Dl8HByXBwxnNh1D4rixF_gy9pFjUmul44StqPCiW-Cvh6XUIGW1Il8YZFou40ZjxE9-Cq16bhBzZug..,3052
3053,x,,FMZ,,,3/31/2020 12:42:49,72,SFNewDeal,"419 10th St
San Francisco, CA 94103",419 10th Street,San Francisco,CA,419 is a staffed command center - If you pull up and ring the bell someone can open the garage door to accept deliveries. Call Jacob Bindman directly at 415.314.9720,,"Surgical masks, Gloves, Disinfecting wipes, Homemade masks (please specific what types)",Yes,Add a new donation site,Community Health Organization,37.7713856,-122.410646,Commercial,https://findthemasks.com/api/exec?cmd=NFKpnkMHaY4Pu3XIrnAbZApcHlIK1sZRDLigEV7Aj9jafbhF6z7qeIPQ839kqESRL731LGbkOl1rqucz11AI_qPKw7bShG5Nm-5E862-BA..,https://findthemasks.com/api/exec?cmd=W7w27XsG03eUUuldCrcnOchNGe4dckfNPntWmBqTcVdmSPsw-vJfAv6J82nkhejO5NfctTGdyMS4sVkQQZDLYk-Jy2HP1Lf0nydxmJpZIw..,3053
3054,x,,FM,,,3/31/2020 12:43:01,72,"Community Options, Inc","202 N Main St
Forked River, NJ 08731",202 North Main Street,Forked River,NJ,Donations can be left on the back porch,,"N95s, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",No,Add a new donation site,Other,39.8432949,-74.1892475,Residential,https://findthemasks.com/api/exec?cmd=m8IJtOC8EUxXDQDDCGzoCXxj404y2A5_pd5u-KGUcdzwGXUymimLB7qSsc9rJ9bvTwEhLYU477MFf5h4eUgLevDBK6nTyeEz0IO_MqtQ5Q..,https://findthemasks.com/api/exec?cmd=L4DsWH7xOZexY4jgLysAUL0Oo_7bEXPih58FKM9_khqY3Tj2uNk36t8f-NbGCCM616jzvs1VleGRNxYB1zCnIUZRoXZtmr3PDeXfGEmv3g..,3054
3055,x,,FM,,,3/31/2020 12:49:23,72,IV Care Options,"151 College St
Macon, GA 31201",151 College Street,Macon,GA,kaci@healthcoga.com,,N95s,,Add a new donation site,Home Care,32.8457616,-83.6367151,Commercial,https://findthemasks.com/api/exec?cmd=i2s8tfCA5O68xFcpuGvUHE_ZjXU5gRBiyqYpvVK2wxVJOTSh43vNBKQ4EXVxRMWeWe6-0rcbwnveuM40kjfcKxfoxLgAO2fMzV8mkBbgIA..,https://findthemasks.com/api/exec?cmd=sqUSgLqpotUXYKfEEH368QAW_X8EwSYYPDZ1jSde462wrXC3ln0CGSdriErytsQmbABFQVGrhQBOM8e1H7v3vKZcIvustLPQPfKq9kwQXA..,3055
3056,x,,FM,,,3/31/2020 12:50:56,72,Encompass Health Rehabilitation Hospital of Arlington,"3200 Matlock Rd
Arlington, TX 76015",3200 Matlock Rd,Arlington ,TX,,,"N95s, Surgical masks, Face shields, Gowns, Homemade masks (please specific what types)",No,Add a new donation site,Rehab Facility,32.693608,-97.11769,Commercial,https://findthemasks.com/api/exec?cmd=CU9kZTpT4lZ5nTv-X2C2YY0vABDkP6icTWE5A9uyG-24bwyfLD601W2WkyQAY1Z77j0LwjOsnSYr_aRZl2Y4VIuRPpoFQBRcQSQRjlF2og..,https://findthemasks.com/api/exec?cmd=69OUPv74dt_boyk1hQWWrXDdxSsv_Z16Isj1n02JgXsiaw64c3RcTBxi2tsddSN4XgyBiMz6irDUnWqBiyNcGa_aJ5lWQ1IGXoLYXT2-Kg..,3056
3057,x,,FM,,,3/31/2020 12:52:00,72,Mount Sinai Beth Israel,"310 E 24th St
New York, NY 10010",310 East 24th Street,New York - Manhattan,NY,Please call (571) 246-6020,,"N95s, Surgical masks, Face shields",No,Add a new donation site,Hospital,40.7380816,-73.979749,Residential,https://findthemasks.com/api/exec?cmd=cfcUeQxvwB5vLO5vC3JusvZIwmv3xqeLsl08NTRic_7dJA6zuxb0nwWLtpp5gC1YbOYT9knMPATHg6Bog852zFqAAos6iHm89FpNasY7cQ..,https://findthemasks.com/api/exec?cmd=UksMPxnVJcx7sAoQxKus1hBUzeSgoCbjTa5hF3iWnN_fRqRF31K1TyGdsQhah9Ere6PuhS6_eWKutyN2YD1TrIbXsk0APeT9d6oiXyqF8g..,3057
